name,code,division_type,codename,district_code
Bình Đại,29050,thị trấn,thi_tran_binh_dai,835
Tam Hiệp,29053,xã,xa_tam_hiep,835
Long Định,29056,xã,xa_long_dinh,835
Long Hòa,29059,xã,xa_long_hoa,835
Phú Thuận,29062,xã,xa_phu_thuan,835
Quới Tây,29065,xã,xa_vang_quoi_tay,835
Quới Đông,29068,xã,xa_vang_quoi_dong,835
Châu Hưng,29071,xã,xa_chau_hung,835
Phú Vang,29074,xã,xa_phu_vang,835
Lộc Thuận,29077,xã,xa_loc_thuan,835
Định Trung,29080,xã,xa_dinh_trung,835
Thới Lai,29083,xã,xa_thoi_lai,835
Bình Thới,29086,xã,xa_binh_thoi,835
Phú Long,29089,xã,xa_phu_long,835
Bình Thắng,29092,xã,xa_binh_thang,835
Thạnh Trị,29095,xã,xa_thanh_tri,835
Hòa Lộc,29098,xã,xa_dai_hoa_loc,835
Thừa Đức,29101,xã,xa_thua_duc,835
Thạnh Phước,29104,xã,xa_thanh_phuoc,835
Thới Thuận,29107,xã,xa_thoi_thuan,835
Ba Tri,29110,thị trấn,thi_tran_ba_tri,836
Tân Mỹ,29113,xã,xa_tan_my,836
Mỹ Hòa,29116,xã,xa_my_hoa,836
Tân Xuân,29119,xã,xa_tan_xuan,836
Mỹ Chánh,29122,xã,xa_my_chanh,836
Bảo Thạnh,29125,xã,xa_bao_thanh,836
Phú Trung,29128,xã,xa_an_phu_trung,836
Mỹ Thạnh,29131,xã,xa_my_thanh,836
Mỹ Nhơn,29134,xã,xa_my_nhon,836
Phước Ngãi,29137,xã,xa_phuoc_ngai,836
Ngãi Trung,29143,xã,xa_an_ngai_trung,836
Phú Lễ,29146,xã,xa_phu_le,836
Bình Tây,29149,xã,xa_an_binh_tay,836
Bảo Thuận,29152,xã,xa_bao_thuan,836
Tân Hưng,29155,xã,xa_tan_hung,836
Ngãi Tây,29158,xã,xa_an_ngai_tay,836
An Hiệp,29161,xã,xa_an_hiep,836
Vĩnh Hòa,29164,xã,xa_vinh_hoa,836
Tân Thủy,29167,xã,xa_tan_thuy,836
Vĩnh An,29170,xã,xa_vinh_an,836
An Đức,29173,xã,xa_an_duc,836
Hòa Tây,29176,xã,xa_an_hoa_tay,836
An Thủy,29179,xã,xa_an_thuy,836
Thạnh Phú,29182,thị trấn,thi_tran_thanh_phu,837
Phú Khánh,29185,xã,xa_phu_khanh,837
Đại Điền,29188,xã,xa_dai_dien,837
Quới Điền,29191,xã,xa_quoi_dien,837
Tân Phong,29194,xã,xa_tan_phong,837
Mỹ Hưng,29197,xã,xa_my_hung,837
An Thạnh,29200,xã,xa_an_thanh,837
Thới Thạnh,29203,xã,xa_thoi_thanh,837
Hòa Lợi,29206,xã,xa_hoa_loi,837
An Điền,29209,xã,xa_an_dien,837
Bình Thạnh,29212,xã,xa_binh_thanh,837
An Thuận,29215,xã,xa_an_thuan,837
An Quy,29218,xã,xa_an_quy,837
Thạnh Hải,29221,xã,xa_thanh_hai,837
An Nhơn,29224,xã,xa_an_nhon,837
Giao Thạnh,29227,xã,xa_giao_thanh,837
Thạnh Phong,29230,xã,xa_thanh_phong,837
Mỹ An,29233,xã,xa_my_an,837
Phú Mỹ,28889,xã,xa_phu_my,838
Trung A,28901,xã,xa_hung_khanh_trung_a,838
Thanh Tân,28906,xã,xa_thanh_tan,838
Thạnh Ngãi,28909,xã,xa_thanh_ngai,838
Phú Tây,28912,xã,xa_tan_phu_tay,838
Mỹ Trung,28915,xã,xa_phuoc_my_trung,838
Thành Bình,28918,xã,xa_tan_thanh_binh,838
Thành An,28921,xã,xa_thanh_an,838
Hòa Lộc,28924,xã,xa_hoa_loc,838
Thanh Tây,28927,xã,xa_tan_thanh_tay,838
Tân Bình,28933,xã,xa_tan_binh,838
Phú Tân,28936,xã,xa_nhuan_phu_tan,838
Thạnh Tân,28948,xã,xa_khanh_thanh_tan,838
Phường 4,29236,phường,phuong_4,842
Phường 1,29239,phường,phuong_1,842
Phường 3,29242,phường,phuong_3,842
Phường 2,29245,phường,phuong_2,842
Phường 5,29248,phường,phuong_5,842
Phường 6,29251,phường,phuong_6,842
Phường 7,29254,phường,phuong_7,842
Phường 8,29257,phường,phuong_8,842
Phường 9,29260,phường,phuong_9,842
Long Đức,29263,xã,xa_long_duc,842
Càng Long,29266,thị trấn,thi_tran_cang_long,844
Mỹ Cẩm,29269,xã,xa_my_cam,844
Trường A,29272,xã,xa_an_truong_a,844
An Trường,29275,xã,xa_an_truong,844
Huyền Hội,29278,xã,xa_huyen_hoi,844
Tân An,29281,xã,xa_tan_an,844
Tân Bình,29284,xã,xa_tan_binh,844
Bình Phú,29287,xã,xa_binh_phu,844
Phương Thạnh,29290,xã,xa_phuong_thanh,844
Đại Phúc,29293,xã,xa_dai_phuc,844
Đại Phước,29296,xã,xa_dai_phuoc,844
Long Phú,29299,xã,xa_nhi_long_phu,844
Nhị Long,29302,xã,xa_nhi_long,844
Đức Mỹ,29305,xã,xa_duc_my,844
Cầu Kè,29308,thị trấn,thi_tran_cau_ke,845
Hòa Ân,29311,xã,xa_hoa_an,845
Châu Điền,29314,xã,xa_chau_dien,845
Phú Tân,29317,xã,xa_an_phu_tan,845
Hoà Tân,29320,xã,xa_hoa_tan,845
Ninh Thới,29323,xã,xa_ninh_thoi,845
Phong Phú,29326,xã,xa_phong_phu,845
Phong Thạnh,29329,xã,xa_phong_thanh,845
Tam Ngãi,29332,xã,xa_tam_ngai,845
Thông Hòa,29335,xã,xa_thong_hoa,845
Thạnh Phú,29338,xã,xa_thanh_phu,845
Tiểu Cần,29341,thị trấn,thi_tran_tieu_can,846
Cầu Quan,29344,thị trấn,thi_tran_cau_quan,846
Phú Cần,29347,xã,xa_phu_can,846
Hiếu Tử,29350,xã,xa_hieu_tu,846
Hiếu Trung,29353,xã,xa_hieu_trung,846
Long Thới,29356,xã,xa_long_thoi,846
Hùng Hòa,29359,xã,xa_hung_hoa,846
Tân Hùng,29362,xã,xa_tan_hung,846
Tập Ngãi,29365,xã,xa_tap_ngai,846
Ngãi Hùng,29368,xã,xa_ngai_hung,846
Tân Hòa,29371,xã,xa_tan_hoa,846
Châu Thành,29374,thị trấn,thi_tran_chau_thanh,847
Đa Lộc,29377,xã,xa_da_loc,847
Mỹ Chánh,29380,xã,xa_my_chanh,847
Thanh Mỹ,29383,xã,xa_thanh_my,847
Hoà A,29386,xã,xa_luong_hoa_a,847
Lương Hòa,29389,xã,xa_luong_hoa,847
Song Lộc,29392,xã,xa_song_loc,847
Nguyệt Hóa,29395,xã,xa_nguyet_hoa,847
Hòa Thuận,29398,xã,xa_hoa_thuan,847
Hòa Lợi,29401,xã,xa_hoa_loi,847
Phước Hảo,29404,xã,xa_phuoc_hao,847
Hưng Mỹ,29407,xã,xa_hung_my,847
Hòa Minh,29410,xã,xa_hoa_minh,847
Long Hòa,29413,xã,xa_long_hoa,847
Cầu Ngang,29416,thị trấn,thi_tran_cau_ngang,848
Mỹ Long,29419,thị trấn,thi_tran_my_long,848
Long Bắc,29422,xã,xa_my_long_bac,848
Long Nam,29425,xã,xa_my_long_nam,848
Mỹ Hòa,29428,xã,xa_my_hoa,848
Vĩnh Kim,29431,xã,xa_vinh_kim,848
Kim Hòa,29434,xã,xa_kim_hoa,848
Hiệp Hòa,29437,xã,xa_hiep_hoa,848
Thuận Hòa,29440,xã,xa_thuan_hoa,848
Long Sơn,29443,xã,xa_long_son,848
Nhị Trường,29446,xã,xa_nhi_truong,848
Trường Thọ,29449,xã,xa_truong_tho,848
Mỹ Đông,29452,xã,xa_hiep_my_dong,848
Mỹ Tây,29455,xã,xa_hiep_my_tay,848
Hòa Sơn,29458,xã,xa_thanh_hoa_son,848
Trà Cú,29461,thị trấn,thi_tran_tra_cu,849
Định An,29462,thị trấn,thi_tran_dinh_an,849
Phước Hưng,29464,xã,xa_phuoc_hung,849
Tập Sơn,29467,xã,xa_tap_son,849
Tân Sơn,29470,xã,xa_tan_son,849
Quảng Hữu,29473,xã,xa_an_quang_huu,849
Nghiệp Anh,29476,xã,xa_luu_nghiep_anh,849
Ngãi Xuyên,29479,xã,xa_ngai_xuyen,849
Kim Sơn,29482,xã,xa_kim_son,849
Thanh Sơn,29485,xã,xa_thanh_son,849
Hàm Giang,29488,xã,xa_ham_giang,849
Hàm Tân,29489,xã,xa_ham_tan,849
Đại An,29491,xã,xa_dai_an,849
Định An,29494,xã,xa_dinh_an,849
Ngọc Biên,29503,xã,xa_ngoc_bien,849
Long Hiệp,29506,xã,xa_long_hiep,849
Tân Hiệp,29509,xã,xa_tan_hiep,849
Đôn Xuân,29497,xã,xa_don_xuan,850
Đôn Châu,29500,xã,xa_don_chau,850
Long Thành,29513,thị trấn,thi_tran_long_thanh,850
Long Khánh,29521,xã,xa_long_khanh,850
Ngũ Lạc,29530,xã,xa_ngu_lac,850
Long Vĩnh,29533,xã,xa_long_vinh,850
Đông Hải,29536,xã,xa_dong_hai,850
Phường 1,29512,phường,phuong_1,851
Long Toàn,29515,xã,xa_long_toan,851
Phường 2,29516,phường,phuong_2,851
Long Hữu,29518,xã,xa_long_huu,851
Dân Thành,29524,xã,xa_dan_thanh,851
Long Hòa,29527,xã,xa_truong_long_hoa,851
Hiệp Thạnh,29539,xã,xa_hiep_thanh,851
Phường 9,29542,phường,phuong_9,855
Phường 5,29545,phường,phuong_5,855
Phường 1,29548,phường,phuong_1,855
Phường 2,29551,phường,phuong_2,855
Phường 4,29554,phường,phuong_4,855
Phường 3,29557,phường,phuong_3,855
Phường 8,29560,phường,phuong_8,855
Tân Ngãi,29563,phường,phuong_tan_ngai,855
Tân Hòa,29566,phường,phuong_tan_hoa,855
Tân Hội,29569,phường,phuong_tan_hoi,855
Trường An,29572,phường,phuong_truong_an,855
Long Hồ,29575,thị trấn,thi_tran_long_ho,857
Đồng Phú,29578,xã,xa_dong_phu,857
Hòa Phước,29581,xã,xa_binh_hoa_phuoc,857
Hòa Ninh,29584,xã,xa_hoa_ninh,857
An Bình,29587,xã,xa_an_binh,857
Thanh Đức,29590,xã,xa_thanh_duc,857
Tân Hạnh,29593,xã,xa_tan_hanh,857
Phước Hậu,29596,xã,xa_phuoc_hau,857
Long Phước,29599,xã,xa_long_phuoc,857
Phú Đức,29602,xã,xa_phu_duc,857
Lộc Hòa,29605,xã,xa_loc_hoa,857
Long An,29608,xã,xa_long_an,857
Phú Quới,29611,xã,xa_phu_quoi,857
Thạnh Quới,29614,xã,xa_thanh_quoi,857
Hòa Phú,29617,xã,xa_hoa_phu,857
Mỹ An,29623,xã,xa_my_an,858
Mỹ Phước,29626,xã,xa_my_phuoc,858
An Phước,29629,xã,xa_an_phuoc,858
Nhơn Phú,29632,xã,xa_nhon_phu,858
Long Mỹ,29635,xã,xa_long_my,858
Hòa Tịnh,29638,xã,xa_hoa_tinh,858
Cái Nhum,29641,thị trấn,thi_tran_cai_nhum,858
Bình Phước,29644,xã,xa_binh_phuoc,858
Chánh An,29647,xã,xa_chanh_an,858
An Hội,29650,xã,xa_tan_an_hoi,858
Tân Long,29653,xã,xa_tan_long,858
Long Hội,29656,xã,xa_tan_long_hoi,858
Vũng Liêm,29659,thị trấn,thi_tran_vung_liem,859
Quới Trung,29662,xã,xa_tan_quoi_trung,859
Quới Thiện,29665,xã,xa_quoi_thien,859
Quới An,29668,xã,xa_quoi_an,859
Trung Chánh,29671,xã,xa_trung_chanh,859
An Luông,29674,xã,xa_tan_an_luong,859
Thanh Bình,29677,xã,xa_thanh_binh,859
Thành Tây,29680,xã,xa_trung_thanh_tay,859
Trung Hiệp,29683,xã,xa_trung_hiep,859
Hiếu Phụng,29686,xã,xa_hieu_phung,859
Thành Đông,29689,xã,xa_trung_thanh_dong,859
Trung Thành,29692,xã,xa_trung_thanh,859
Trung Hiếu,29695,xã,xa_trung_hieu,859
Trung Ngãi,29698,xã,xa_trung_ngai,859
Hiếu Thuận,29701,xã,xa_hieu_thuan,859
Trung Nghĩa,29704,xã,xa_trung_nghia,859
Trung An,29707,xã,xa_trung_an,859
Hiếu Nhơn,29710,xã,xa_hieu_nhon,859
Hiếu Thành,29713,xã,xa_hieu_thanh,859
Hiếu Nghĩa,29716,xã,xa_hieu_nghia,859
Tam Bình,29719,thị trấn,thi_tran_tam_binh,860
Tân Lộc,29722,xã,xa_tan_loc,860
Phú Thịnh,29725,xã,xa_phu_thinh,860
Hậu Lộc,29728,xã,xa_hau_loc,860
Hòa Thạnh,29731,xã,xa_hoa_thanh,860
Hoà Lộc,29734,xã,xa_hoa_loc,860
Phú Lộc,29737,xã,xa_phu_loc,860
Song Phú,29740,xã,xa_song_phu,860
Hòa Hiệp,29743,xã,xa_hoa_hiep,860
Mỹ Lộc,29746,xã,xa_my_loc,860
Tân Phú,29749,xã,xa_tan_phu,860
Long Phú,29752,xã,xa_long_phu,860
Thạnh Trung,29755,xã,xa_my_thanh_trung,860
Tường Lộc,29758,xã,xa_tuong_loc,860
Loan Mỹ,29761,xã,xa_loan_my,860
Ngãi Tứ,29764,xã,xa_ngai_tu,860
Bình Ninh,29767,xã,xa_binh_ninh,860
Cái Vồn,29770,phường,phuong_cai_von,861
Thành Phước,29771,phường,phuong_thanh_phuoc,861
Thuận An,29806,xã,xa_thuan_an,861
Đông Thạnh,29809,xã,xa_dong_thanh,861
Đông Bình,29812,xã,xa_dong_binh,861
Đông Thuận,29813,phường,phuong_dong_thuan,861
Mỹ Hòa,29815,xã,xa_my_hoa,861
Đông Thành,29818,xã,xa_dong_thanh,861
Trà Ôn,29821,thị trấn,thi_tran_tra_on,862
Xuân Hiệp,29824,xã,xa_xuan_hiep,862
Nhơn Bình,29827,xã,xa_nhon_binh,862
Hòa Bình,29830,xã,xa_hoa_binh,862
Thới Hòa,29833,xã,xa_thoi_hoa,862
Trà Côn,29836,xã,xa_tra_con,862
Tân Mỹ,29839,xã,xa_tan_my,862
Hựu Thành,29842,xã,xa_huu_thanh,862
Vĩnh Xuân,29845,xã,xa_vinh_xuan,862
Thuận Thới,29848,xã,xa_thuan_thoi,862
Phú Thành,29851,xã,xa_phu_thanh,862
Thiện Mỹ,29854,xã,xa_thien_my,862
Sỹ Thành,29857,xã,xa_luc_sy_thanh,862
Tích Thiện,29860,xã,xa_tich_thien,862
Tân Hưng,29773,xã,xa_tan_hung,863
Tân Thành,29776,xã,xa_tan_thanh,863
Thành Trung,29779,xã,xa_thanh_trung,863
An Thạnh,29782,xã,xa_tan_an_thanh,863
Tân Lược,29785,xã,xa_tan_luoc,863
Văn Thảnh,29788,xã,xa_nguyen_van_thanh,863
Thành Lợi,29791,xã,xa_thanh_loi,863
Mỹ Thuận,29794,xã,xa_my_thuan,863
Tân Bình,29797,xã,xa_tan_binh,863
Tân Quới,29800,thị trấn,thi_tran_tan_quoi,863
Phường 11,29863,phường,phuong_11,866
Phường 1,29866,phường,phuong_1,866
Phường 2,29869,phường,phuong_2,866
Phường 4,29872,phường,phuong_4,866
Phường 3,29875,phường,phuong_3,866
Phường 6,29878,phường,phuong_6,866
Mỹ Ngãi,29881,xã,xa_my_ngai,866
Mỹ Tân,29884,xã,xa_my_tan,866
Mỹ Trà,29887,xã,xa_my_tra,866
Mỹ Phú,29888,phường,phuong_my_phu,866
Thuận Tây,29890,xã,xa_tan_thuan_tay,866
Hoà Thuận,29892,phường,phuong_hoa_thuan,866
Hòa An,29893,xã,xa_hoa_an,866
Thuận Đông,29896,xã,xa_tan_thuan_dong,866
Tịnh Thới,29899,xã,xa_tinh_thoi,866
Phường 3,29902,phường,phuong_3,867
Phường 1,29905,phường,phuong_1,867
Phường 4,29908,phường,phuong_4,867
Phường 2,29911,phường,phuong_2,867
Khánh Đông,29914,xã,xa_tan_khanh_dong,867
Quy Đông,29917,phường,phuong_tan_quy_dong,867
An Hoà,29919,phường,phuong_an_hoa,867
Quy Tây,29920,xã,xa_tan_quy_tay,867
Phú Đông,29923,xã,xa_tan_phu_dong,867
An Lộc,29954,phường,phuong_an_loc,868
An Thạnh,29955,phường,phuong_an_thanh,868
Bình Thạnh,29959,xã,xa_binh_thanh,868
Tân Hội,29965,xã,xa_tan_hoi,868
An Lạc,29978,phường,phuong_an_lac,868
Bình B,29986,phường,phuong_an_binh_b,868
Bình A,29989,phường,phuong_an_binh_a,868
Sa Rài,29926,thị trấn,thi_tran_sa_rai,869
Hộ Cơ,29929,xã,xa_tan_ho_co,869
Thông Bình,29932,xã,xa_thong_binh,869
Bình Phú,29935,xã,xa_binh_phu,869
Thành A,29938,xã,xa_tan_thanh_a,869
Thành B,29941,xã,xa_tan_thanh_b,869
Tân Phước,29944,xã,xa_tan_phuoc,869
Công Chí,29947,xã,xa_tan_cong_chi,869
An Phước,29950,xã,xa_an_phuoc,869
Thường Phước 1,29956,xã,xa_thuong_phuoc_1,870
Hậu A,29962,xã,xa_thuong_thoi_hau_a,870
Thới Tiền,29971,thị trấn,thi_tran_thuong_thoi_tien,870
Thường Phước 2,29974,xã,xa_thuong_phuoc_2,870
Thường Lạc,29977,xã,xa_thuong_lac,870
Khánh A,29980,xã,xa_long_khanh_a,870
Khánh B,29983,xã,xa_long_khanh_b,870
Long Thuận,29992,xã,xa_long_thuan,870
Thuận B,29995,xã,xa_phu_thuan_b,870
Thuận A,29998,xã,xa_phu_thuan_a,870
Tràm Chim,30001,thị trấn,thi_tran_tram_chim,871
Hoà Bình,30004,xã,xa_hoa_binh,871
Công Sính,30007,xã,xa_tan_cong_sinh,871
Phú Hiệp,30010,xã,xa_phu_hiep,871
Phú Đức,30013,xã,xa_phu_duc,871
Thành B,30016,xã,xa_phu_thanh_b,871
An Hòa,30019,xã,xa_an_hoa,871
An Long,30022,xã,xa_an_long,871
Phú Cường,30025,xã,xa_phu_cuong,871
Phú Ninh,30028,xã,xa_phu_ninh,871
Phú Thọ,30031,xã,xa_phu_tho,871
Thành A,30034,xã,xa_phu_thanh_a,871
Mỹ An,30037,thị trấn,thi_tran_my_an,872
Thạnh Lợi,30040,xã,xa_thanh_loi,872
Hưng Thạnh,30043,xã,xa_hung_thanh,872
Trường Xuân,30046,xã,xa_truong_xuan,872
Tân Kiều,30049,xã,xa_tan_kieu,872
Mỹ Hòa,30052,xã,xa_my_hoa,872
Mỹ Quý,30055,xã,xa_my_quy,872
Mỹ Đông,30058,xã,xa_my_dong,872
Binh Kiều,30061,xã,xa_doc_binh_kieu,872
Mỹ An,30064,xã,xa_my_an,872
Phú Điền,30067,xã,xa_phu_dien,872
Láng Biển,30070,xã,xa_lang_bien,872
Thanh Mỹ,30073,xã,xa_thanh_my,872
Mỹ Thọ,30076,thị trấn,thi_tran_my_tho,873
Gáo Giồng,30079,xã,xa_gao_giong,873
Phương Thịnh,30082,xã,xa_phuong_thinh,873
Ba Sao,30085,xã,xa_ba_sao,873
Phong Mỹ,30088,xã,xa_phong_my,873
Tân Nghĩa,30091,xã,xa_tan_nghia,873
Phương Trà,30094,xã,xa_phuong_tra,873
Nhị Mỹ,30097,xã,xa_nhi_my,873
Mỹ Thọ,30100,xã,xa_my_tho,873
Hội Trung,30103,xã,xa_tan_hoi_trung,873
An Bình,30106,xã,xa_an_binh,873
Mỹ Hội,30109,xã,xa_my_hoi,873
Mỹ Hiệp,30112,xã,xa_my_hiep,873
Mỹ Long,30115,xã,xa_my_long,873
Hàng Trung,30118,xã,xa_binh_hang_trung,873
Mỹ Xương,30121,xã,xa_my_xuong,873
Hàng Tây,30124,xã,xa_binh_hang_tay,873
Bình Thạnh,30127,xã,xa_binh_thanh,873
Thanh Bình,30130,thị trấn,thi_tran_thanh_binh,874
Tân Quới,30133,xã,xa_tan_quoi,874
Tân Hòa,30136,xã,xa_tan_hoa,874
An Phong,30139,xã,xa_an_phong,874
Phú Lợi,30142,xã,xa_phu_loi,874
Tân Mỹ,30145,xã,xa_tan_my,874
Bình Tấn,30148,xã,xa_binh_tan,874
Tân Huề,30151,xã,xa_tan_hue,874
Tân Bình,30154,xã,xa_tan_binh,874
Tân Thạnh,30157,xã,xa_tan_thanh,874
Tân Phú,30160,xã,xa_tan_phu,874
Bình Thành,30163,xã,xa_binh_thanh,874
Tân Long,30166,xã,xa_tan_long,874
Lấp Vò,30169,thị trấn,thi_tran_lap_vo,875
Hưng A,30172,xã,xa_my_an_hung_a,875
Tân Mỹ,30175,xã,xa_tan_my,875
Hưng B,30178,xã,xa_my_an_hung_b,875
Khánh Trung,30181,xã,xa_tan_khanh_trung,875
Hưng A,30184,xã,xa_long_hung_a,875
Vĩnh Thạnh,30187,xã,xa_vinh_thanh,875
Hưng B,30190,xã,xa_long_hung_b,875
Bình Thành,30193,xã,xa_binh_thanh,875
Định An,30196,xã,xa_dinh_an,875
Định Yên,30199,xã,xa_dinh_yen,875
An Đông,30202,xã,xa_hoi_an_dong,875
Thạnh Trung,30205,xã,xa_binh_thanh_trung,875
Lai Vung,30208,thị trấn,thi_tran_lai_vung,876
Tân Dương,30211,xã,xa_tan_duong,876
Hòa Thành,30214,xã,xa_hoa_thanh,876
Long Hậu,30217,xã,xa_long_hau,876
Tân Phước,30220,xã,xa_tan_phuoc,876
Hòa Long,30223,xã,xa_hoa_long,876
Tân Thành,30226,xã,xa_tan_thanh,876
Long Thắng,30229,xã,xa_long_thang,876
Vĩnh Thới,30232,xã,xa_vinh_thoi,876
Tân Hòa,30235,xã,xa_tan_hoa,876
Định Hòa,30238,xã,xa_dinh_hoa,876
Phong Hòa,30241,xã,xa_phong_hoa,876
Tàu Hạ,30244,thị trấn,thi_tran_cai_tau_ha,877
An Hiệp,30247,xã,xa_an_hiep,877
An Nhơn,30250,xã,xa_an_nhon,877
Nhuận Đông,30253,xã,xa_tan_nhuan_dong,877
Tân Bình,30256,xã,xa_tan_binh,877
Phú Trung,30259,xã,xa_tan_phu_trung,877
Phú Long,30262,xã,xa_phu_long,877
Phú Thuận,30265,xã,xa_an_phu_thuan,877
Phú Hựu,30268,xã,xa_phu_huu,877
An Khánh,30271,xã,xa_an_khanh,877
Tân Phú,30274,xã,xa_tan_phu,877
Hòa Tân,30277,xã,xa_hoa_tan,877
Mỹ Bình,30280,phường,phuong_my_binh,883
Mỹ Long,30283,phường,phuong_my_long,883
Đông Xuyên,30285,phường,phuong_dong_xuyen,883
Mỹ Xuyên,30286,phường,phuong_my_xuyen,883
Bình Đức,30289,phường,phuong_binh_duc,883
Bình Khánh,30292,phường,phuong_binh_khanh,883
Mỹ Phước,30295,phường,phuong_my_phuoc,883
Mỹ Quý,30298,phường,phuong_my_quy,883
Mỹ Thới,30301,phường,phuong_my_thoi,883
Mỹ Thạnh,30304,phường,phuong_my_thanh,883
Mỹ Hòa,30307,phường,phuong_my_hoa,883
Mỹ Khánh,30310,xã,xa_my_khanh,883
Hoà Hưng,30313,xã,xa_my_hoa_hung,883
Phú B,30316,phường,phuong_chau_phu_b,884
Phú A,30319,phường,phuong_chau_phu_a,884
Vĩnh Mỹ,30322,phường,phuong_vinh_my,884
Núi Sam,30325,phường,phuong_nui_sam,884
Vĩnh Ngươn,30328,phường,phuong_vinh_nguon,884
Vĩnh Tế,30331,xã,xa_vinh_te,884
Vĩnh Châu,30334,xã,xa_vinh_chau,884
An Phú,30337,thị trấn,thi_tran_an_phu,886
Khánh An,30340,xã,xa_khanh_an,886
Long Bình,30341,thị trấn,thi_tran_long_binh,886
Khánh Bình,30343,xã,xa_khanh_binh,886
Quốc Thái,30346,xã,xa_quoc_thai,886
Nhơn Hội,30349,xã,xa_nhon_hoi,886
Phú Hữu,30352,xã,xa_phu_huu,886
Phú Hội,30355,xã,xa_phu_hoi,886
Phước Hưng,30358,xã,xa_phuoc_hung,886
Vĩnh Lộc,30361,xã,xa_vinh_loc,886
Vĩnh Hậu,30364,xã,xa_vinh_hau,886
Vĩnh Trường,30367,xã,xa_vinh_truong,886
Hội Đông,30370,xã,xa_vinh_hoi_dong,886
Đa Phước,30373,xã,xa_da_phuoc,886
Long Thạnh,30376,phường,phuong_long_thanh,887
Long Hưng,30377,phường,phuong_long_hung,887
Long Châu,30378,phường,phuong_long_chau,887
Phú Lộc,30379,xã,xa_phu_loc,887
Vĩnh Xương,30382,xã,xa_vinh_xuong,887
Vĩnh Hòa,30385,xã,xa_vinh_hoa,887
Tân Thạnh,30387,xã,xa_tan_thanh,887
Tân An,30388,xã,xa_tan_an,887
Long An,30391,xã,xa_long_an,887
Long Phú,30394,phường,phuong_long_phu,887
Châu Phong,30397,xã,xa_chau_phong,887
Phú Vĩnh,30400,xã,xa_phu_vinh,887
Lê Chánh,30403,xã,xa_le_chanh,887
Long Sơn,30412,phường,phuong_long_son,887
Phú Mỹ,30406,thị trấn,thi_tran_phu_my,888
Chợ Vàm,30409,thị trấn,thi_tran_cho_vam,888
Long Hoà,30415,xã,xa_long_hoa,888
Phú Long,30418,xã,xa_phu_long,888
Phú Lâm,30421,xã,xa_phu_lam,888
Phú Hiệp,30424,xã,xa_phu_hiep,888
Phú Thạnh,30427,xã,xa_phu_thanh,888
Hoà Lạc,30430,xã,xa_hoa_lac,888
Phú Thành,30433,xã,xa_phu_thanh,888
Phú An,30436,xã,xa_phu_an,888
Phú Xuân,30439,xã,xa_phu_xuan,888
Hiệp Xương,30442,xã,xa_hiep_xuong,888
Phú Bình,30445,xã,xa_phu_binh,888
Phú Thọ,30448,xã,xa_phu_tho,888
Phú Hưng,30451,xã,xa_phu_hung,888
Thạnh Đông,30454,xã,xa_binh_thanh_dong,888
Tân Hòa,30457,xã,xa_tan_hoa,888
Tân Trung,30460,xã,xa_tan_trung,888
Cái Dầu,30463,thị trấn,thi_tran_cai_dau,889
Khánh Hòa,30466,xã,xa_khanh_hoa,889
Mỹ Đức,30469,xã,xa_my_duc,889
Mỹ Phú,30472,xã,xa_my_phu,889
Long Vỹ,30475,xã,xa_o_long_vy,889
Thạnh Trung,30478,thị trấn,thi_tran_vinh_thanh_trung,889
Mỹ Tây,30481,xã,xa_thanh_my_tay,889
Bình Long,30484,xã,xa_binh_long,889
Bình Mỹ,30487,xã,xa_binh_my,889
Bình Thủy,30490,xã,xa_binh_thuy,889
Hữu Cảnh,30493,xã,xa_dao_huu_canh,889
Bình Phú,30496,xã,xa_binh_phu,889
Bình Chánh,30499,xã,xa_binh_chanh,889
Nhà Bàng,30502,thị trấn,thi_tran_nha_bang,890
Chi Lăng,30505,thị trấn,thi_tran_chi_lang,890
Núi Voi,30508,xã,xa_nui_voi,890
Nhơn Hưng,30511,xã,xa_nhon_hung,890
An Phú,30514,xã,xa_an_phu,890
Thới Sơn,30517,xã,xa_thoi_son,890
Tịnh Biên,30520,thị trấn,thi_tran_tinh_bien,890
Văn Giáo,30523,xã,xa_van_giao,890
An Cư,30526,xã,xa_an_cu,890
An Nông,30529,xã,xa_an_nong,890
Vĩnh Trung,30532,xã,xa_vinh_trung,890
Tân Lợi,30535,xã,xa_tan_loi,890
An Hảo,30538,xã,xa_an_hao,890
Tân Lập,30541,xã,xa_tan_lap,890
Tri Tôn,30544,thị trấn,thi_tran_tri_ton,891
Ba Chúc,30547,thị trấn,thi_tran_ba_chuc,891
Lạc Quới,30550,xã,xa_lac_quoi,891
Lê Trì,30553,xã,xa_le_tri,891
Vĩnh Gia,30556,xã,xa_vinh_gia,891
Vĩnh Phước,30559,xã,xa_vinh_phuoc,891
Châu Lăng,30562,xã,xa_chau_lang,891
Lương Phi,30565,xã,xa_luong_phi,891
An Trà,30568,xã,xa_luong_an_tra,891
Tà Đảnh,30571,xã,xa_ta_danh,891
Núi Tô,30574,xã,xa_nui_to,891
An Tức,30577,xã,xa_an_tuc,891
Cô Tô,30580,thị trấn,thi_tran_co_to,891
Tân Tuyến,30583,xã,xa_tan_tuyen,891
Ô Lâm,30586,xã,xa_o_lam,891
An Châu,30589,thị trấn,thi_tran_an_chau,892
