name,code,division_type,codename,district_code
Liên Bảo,8710,phường,phuong_lien_bao,243
Hội Hợp,8713,phường,phuong_hoi_hop,243
Đống Đa,8716,phường,phuong_dong_da,243
Ngô Quyền,8719,phường,phuong_ngo_quyen,243
Đồng Tâm,8722,phường,phuong_dong_tam,243
Định Trung,8725,xã,xa_dinh_trung,243
Khai Quang,8728,phường,phuong_khai_quang,243
Thanh Trù,8731,xã,xa_thanh_tru,243
Trưng Trắc,8734,phường,phuong_trung_trac,244
Hùng Vương,8737,phường,phuong_hung_vuong,244
Trưng Nhị,8740,phường,phuong_trung_nhi,244
Phúc Thắng,8743,phường,phuong_phuc_thang,244
Xuân Hoà,8746,phường,phuong_xuan_hoa,244
Đồng Xuân,8747,phường,phuong_dong_xuan,244
Ngọc Thanh,8749,xã,xa_ngoc_thanh,244
Cao Minh,8752,xã,xa_cao_minh,244
Nam Viêm,8755,phường,phuong_nam_viem,244
Tiền Châu,8758,phường,phuong_tien_chau,244
Lập Thạch,8761,thị trấn,thi_tran_lap_thach,246
Quang Sơn,8764,xã,xa_quang_son,246
Ngọc Mỹ,8767,xã,xa_ngoc_my,246
Hợp Lý,8770,xã,xa_hop_ly,246
Bắc Bình,8785,xã,xa_bac_binh,246
Thái Hòa,8788,xã,xa_thai_hoa,246
Hoa Sơn,8789,thị trấn,thi_tran_hoa_son,246
Liễn Sơn,8791,xã,xa_lien_son,246
Xuân Hòa,8794,xã,xa_xuan_hoa,246
Vân Trục,8797,xã,xa_van_truc,246
Liên Hòa,8812,xã,xa_lien_hoa,246
Tử Du,8815,xã,xa_tu_du,246
Bàn Giản,8833,xã,xa_ban_gian,246
Xuân Lôi,8836,xã,xa_xuan_loi,246
Đồng Ích,8839,xã,xa_dong_ich,246
Tiên Lữ,8842,xã,xa_tien_lu,246
Văn Quán,8845,xã,xa_van_quan,246
Đình Chu,8857,xã,xa_dinh_chu,246
Triệu Đề,8863,xã,xa_trieu_de,246
Sơn Đông,8866,xã,xa_son_dong,246
Hợp Hòa,8869,thị trấn,thi_tran_hop_hoa,247
Hoàng Hoa,8872,xã,xa_hoang_hoa,247
Đồng Tĩnh,8875,xã,xa_dong_tinh,247
Kim Long,8878,xã,xa_kim_long,247
Hướng Đạo,8881,xã,xa_huong_dao,247
Đạo Tú,8884,xã,xa_dao_tu,247
An Hòa,8887,xã,xa_an_hoa,247
Thanh Vân,8890,xã,xa_thanh_van,247
Duy Phiên,8893,xã,xa_duy_phien,247
Hoàng Đan,8896,xã,xa_hoang_dan,247
Hoàng Lâu,8899,xã,xa_hoang_lau,247
Vân Hội,8902,xã,xa_van_hoi,247
Hợp Thịnh,8905,xã,xa_hop_thinh,247
Tam Đảo,8908,thị trấn,thi_tran_tam_dao,248
Hợp Châu,8911,thị trấn,thi_tran_hop_chau,248
Đạo Trù,8914,xã,xa_dao_tru,248
Yên Dương,8917,xã,xa_yen_duong,248
Bồ Lý,8920,xã,xa_bo_ly,248
Đại Đình,8923,thị trấn,thi_tran_dai_dinh,248
Tam Quan,8926,xã,xa_tam_quan,248
Hồ Sơn,8929,xã,xa_ho_son,248
Minh Quang,8932,xã,xa_minh_quang,248
Hương Canh,8935,thị trấn,thi_tran_huong_canh,249
Gia Khánh,8936,thị trấn,thi_tran_gia_khanh,249
Trung Mỹ,8938,xã,xa_trung_my,249
Bá Hiến,8944,thị trấn,thi_tran_ba_hien,249
Thiện Kế,8947,xã,xa_thien_ke,249
Hương Sơn,8950,xã,xa_huong_son,249
Tam Hợp,8953,xã,xa_tam_hop,249
Quất Lưu,8956,xã,xa_quat_luu,249
Sơn Lôi,8959,xã,xa_son_loi,249
Đạo Đức,8962,thị trấn,thi_tran_dao_duc,249
Tân Phong,8965,xã,xa_tan_phong,249
Thanh Lãng,8968,thị trấn,thi_tran_thanh_lang,249
Phú Xuân,8971,xã,xa_phu_xuan,249
Yên Lạc,9025,thị trấn,thi_tran_yen_lac,251
Đồng Cương,9028,xã,xa_dong_cuong,251
Đồng Văn,9031,xã,xa_dong_van,251
Bình Định,9034,xã,xa_binh_dinh,251
Trung Nguyên,9037,xã,xa_trung_nguyen,251
Tề Lỗ,9040,xã,xa_te_lo,251
Tam Hồng,9043,xã,xa_tam_hong,251
Yên Đồng,9046,xã,xa_yen_dong,251
Văn Tiến,9049,xã,xa_van_tien,251
Nguyệt Đức,9052,xã,xa_nguyet_duc,251
Yên Phương,9055,xã,xa_yen_phuong,251
Hồng Phương,9058,xã,xa_hong_phuong,251
Trung Kiên,9061,xã,xa_trung_kien,251
Liên Châu,9064,xã,xa_lien_chau,251
Đại Tự,9067,xã,xa_dai_tu,251
Hồng Châu,9070,xã,xa_hong_chau,251
Trung Hà,9073,xã,xa_trung_ha,251
Vĩnh Tường,9076,thị trấn,thi_tran_vinh_tuong,252
Kim Xá,9079,xã,xa_kim_xa,252
Yên Bình,9082,xã,xa_yen_binh,252
Chấn Hưng,9085,xã,xa_chan_hung,252
Nghĩa Hưng,9088,xã,xa_nghia_hung,252
Yên Lập,9091,xã,xa_yen_lap,252
Việt Xuân,9094,xã,xa_viet_xuan,252
Bồ Sao,9097,xã,xa_bo_sao,252
Đại Đồng,9100,xã,xa_dai_dong,252
Tân Tiến,9103,xã,xa_tan_tien,252
Lũng Hoà,9106,xã,xa_lung_hoa,252
Cao Đại,9109,xã,xa_cao_dai,252
Thổ Tang,9112,thị trấn,thi_tran_tho_tang,252
Vĩnh Sơn,9115,xã,xa_vinh_son,252
Bình Dương,9118,xã,xa_binh_duong,252
Tân Phú,9124,xã,xa_tan_phu,252
Thượng Trưng,9127,xã,xa_thuong_trung,252
Vũ Di,9130,xã,xa_vu_di,252
Lý Nhân,9133,xã,xa_ly_nhan,252
Tuân Chính,9136,xã,xa_tuan_chinh,252
Vân Xuân,9139,xã,xa_van_xuan,252
Tam Phúc,9142,xã,xa_tam_phuc,252
Tứ Trưng,9145,thị trấn,thi_tran_tu_trung,252
Ngũ Kiên,9148,xã,xa_ngu_kien,252
An Tường,9151,xã,xa_an_tuong,252
Vĩnh Thịnh,9154,xã,xa_vinh_thinh,252
Phú Đa,9157,xã,xa_phu_da,252
Vĩnh Ninh,9160,xã,xa_vinh_ninh,252
Lãng Công,8773,xã,xa_lang_cong,253
Quang Yên,8776,xã,xa_quang_yen,253
Bạch Lưu,8779,xã,xa_bach_luu,253
Hải Lựu,8782,xã,xa_hai_luu,253
Đồng Quế,8800,xã,xa_dong_que,253
Nhân Đạo,8803,xã,xa_nhan_dao,253
Đôn Nhân,8806,xã,xa_don_nhan,253
Phương Khoan,8809,xã,xa_phuong_khoan,253
Tân Lập,8818,xã,xa_tan_lap,253
Nhạo Sơn,8821,xã,xa_nhao_son,253
Tam Sơn,8824,thị trấn,thi_tran_tam_son,253
Như Thụy,8827,xã,xa_nhu_thuy,253
Yên Thạch,8830,xã,xa_yen_thach,253
Đồng Thịnh,8848,xã,xa_dong_thinh,253
Tứ Yên,8851,xã,xa_tu_yen,253
Đức Bác,8854,xã,xa_duc_bac,253
Cao Phong,8860,xã,xa_cao_phong,253
Vũ Ninh,9163,phường,phuong_vu_ninh,256
Đáp Cầu,9166,phường,phuong_dap_cau,256
Thị Cầu,9169,phường,phuong_thi_cau,256
Kinh Bắc,9172,phường,phuong_kinh_bac,256
Vệ An,9175,phường,phuong_ve_an,256
Tiền An,9178,phường,phuong_tien_an,256
Đại Phúc,9181,phường,phuong_dai_phuc,256
Ninh Xá,9184,phường,phuong_ninh_xa,256
Suối Hoa,9187,phường,phuong_suoi_hoa,256
Võ Cường,9190,phường,phuong_vo_cuong,256
Hòa Long,9214,phường,phuong_hoa_long,256
Vạn An,9226,phường,phuong_van_an,256
Khúc Xuyên,9235,phường,phuong_khuc_xuyen,256
Phong Khê,9244,phường,phuong_phong_khe,256
Kim Chân,9256,phường,phuong_kim_chan,256
Vân Dương,9271,phường,phuong_van_duong,256
Nam Sơn,9286,phường,phuong_nam_son,256
Khắc Niệm,9325,phường,phuong_khac_niem,256
Hạp Lĩnh,9331,phường,phuong_hap_linh,256
Thị trấn Chờ,9193,thị trấn,thi_tran_cho,258
Dũng Liệt,9196,xã,xa_dung_liet,258
Tam Đa,9199,xã,xa_tam_da,258
Tam Giang,9202,xã,xa_tam_giang,258
Yên Trung,9205,xã,xa_yen_trung,258
Thụy Hòa,9208,xã,xa_thuy_hoa,258
Hòa Tiến,9211,xã,xa_hoa_tien,258
Đông Tiến,9217,xã,xa_dong_tien,258
Yên Phụ,9220,xã,xa_yen_phu,258
Trung Nghĩa,9223,xã,xa_trung_nghia,258
Đông Phong,9229,xã,xa_dong_phong,258
Long Châu,9232,xã,xa_long_chau,258
Văn Môn,9238,xã,xa_van_mon,258
Đông Thọ,9241,xã,xa_dong_tho,258
Phố Mới,9247,thị trấn,thi_tran_pho_moi,259
Việt Thống,9250,xã,xa_viet_thong,259
Đại Xuân,9253,xã,xa_dai_xuan,259
Nhân Hòa,9259,xã,xa_nhan_hoa,259
Bằng An,9262,xã,xa_bang_an,259
Phương Liễu,9265,xã,xa_phuong_lieu,259
Quế Tân,9268,xã,xa_que_tan,259
Phù Lương,9274,xã,xa_phu_luong,259
Phù Lãng,9277,xã,xa_phu_lang,259
Phượng Mao,9280,xã,xa_phuong_mao,259
Việt Hùng,9283,xã,xa_viet_hung,259
Ngọc Xá,9289,xã,xa_ngoc_xa,259
Châu Phong,9292,xã,xa_chau_phong,259
Bồng Lai,9295,xã,xa_bong_lai,259
Cách Bi,9298,xã,xa_cach_bi,259
Đào Viên,9301,xã,xa_dao_vien,259
Yên Giả,9304,xã,xa_yen_gia,259
Mộ Đạo,9307,xã,xa_mo_dao,259
Đức Long,9310,xã,xa_duc_long,259
Chi Lăng,9313,xã,xa_chi_lang,259
Hán Quảng,9316,xã,xa_han_quang,259
Thị trấn Lim,9319,thị trấn,thi_tran_lim,260
Phú Lâm,9322,xã,xa_phu_lam,260
Nội Duệ,9328,xã,xa_noi_due,260
Liên Bão,9334,xã,xa_lien_bao,260
Hiên Vân,9337,xã,xa_hien_van,260
Hoàn Sơn,9340,xã,xa_hoan_son,260
Lạc Vệ,9343,xã,xa_lac_ve,260
Việt Đoàn,9346,xã,xa_viet_doan,260
Phật Tích,9349,xã,xa_phat_tich,260
Tân Chi,9352,xã,xa_tan_chi,260
Đại Đồng,9355,xã,xa_dai_dong,260
Tri Phương,9358,xã,xa_tri_phuong,260
Minh Đạo,9361,xã,xa_minh_dao,260
Cảnh Hưng,9364,xã,xa_canh_hung,260
Đông Ngàn,9367,phường,phuong_dong_ngan,261
Tam Sơn,9370,phường,phuong_tam_son,261
Hương Mạc,9373,phường,phuong_huong_mac,261
Tương Giang,9376,phường,phuong_tuong_giang,261
Phù Khê,9379,phường,phuong_phu_khe,261
Đồng Kỵ,9382,phường,phuong_dong_ky,261
Trang Hạ,9383,phường,phuong_trang_ha,261
Đồng Nguyên,9385,phường,phuong_dong_nguyen,261
Châu Khê,9388,phường,phuong_chau_khe,261
Tân Hồng,9391,phường,phuong_tan_hong,261
Đình Bảng,9394,phường,phuong_dinh_bang,261
Phù Chẩn,9397,phường,phuong_phu_chan,261
Thị trấn Hồ,9400,thị trấn,thi_tran_ho,262
Hoài Thượng,9403,xã,xa_hoai_thuong,262
Đồng Thành,9406,xã,xa_dai_dong_thanh,262
Mão Điền,9409,xã,xa_mao_dien,262
Song Hồ,9412,xã,xa_song_ho,262
Đình Tổ,9415,xã,xa_dinh_to,262
An Bình,9418,xã,xa_an_binh,262
Trí Quả,9421,xã,xa_tri_qua,262
Gia Đông,9424,xã,xa_gia_dong,262
Thanh Khương,9427,xã,xa_thanh_khuong,262
Trạm Lộ,9430,xã,xa_tram_lo,262
Xuân Lâm,9433,xã,xa_xuan_lam,262
Hà Mãn,9436,xã,xa_ha_man,262
Ngũ Thái,9439,xã,xa_ngu_thai,262
Nguyệt Đức,9442,xã,xa_nguyet_duc,262
Ninh Xá,9445,xã,xa_ninh_xa,262
Nghĩa Đạo,9448,xã,xa_nghia_dao,262
Song Liễu,9451,xã,xa_song_lieu,262
Gia Bình,9454,thị trấn,thi_tran_gia_binh,263
Vạn Ninh,9457,xã,xa_van_ninh,263
Thái Bảo,9460,xã,xa_thai_bao,263
Giang Sơn,9463,xã,xa_giang_son,263
Cao Đức,9466,xã,xa_cao_duc,263
Đại Lai,9469,xã,xa_dai_lai,263
Song Giang,9472,xã,xa_song_giang,263
Bình Dương,9475,xã,xa_binh_duong,263
Lãng Ngâm,9478,xã,xa_lang_ngam,263
Nhân Thắng,9481,xã,xa_nhan_thang,263
Xuân Lai,9484,xã,xa_xuan_lai,263
Đông Cứu,9487,xã,xa_dong_cuu,263
Đại Bái,9490,xã,xa_dai_bai,263
Quỳnh Phú,9493,xã,xa_quynh_phu,263
Thị trấn Thứa,9496,thị trấn,thi_tran_thua,264
An Thịnh,9499,xã,xa_an_thinh,264
Trung Kênh,9502,xã,xa_trung_kenh,264
Phú Hòa,9505,xã,xa_phu_hoa,264
Mỹ Hương,9508,xã,xa_my_huong,264
Tân Lãng,9511,xã,xa_tan_lang,264
Quảng Phú,9514,xã,xa_quang_phu,264
Trừng Xá,9517,xã,xa_trung_xa,264
Lai Hạ,9520,xã,xa_lai_ha,264
Trung Chính,9523,xã,xa_trung_chinh,264
Minh Tân,9526,xã,xa_minh_tan,264
Bình Định,9529,xã,xa_binh_dinh,264
Phú Lương,9532,xã,xa_phu_luong,264
Lâm Thao,9535,xã,xa_lam_thao,264
Cẩm Thượng,10507,phường,phuong_cam_thuong,288
Bình Hàn,10510,phường,phuong_binh_han,288
Ngọc Châu,10513,phường,phuong_ngoc_chau,288
Nhị Châu,10514,phường,phuong_nhi_chau,288
Quang Trung,10516,phường,phuong_quang_trung,288
Nguyễn Trãi,10519,phường,phuong_nguyen_trai,288
Ngũ Lão,10522,phường,phuong_pham_ngu_lao,288
Hưng Đạo,10525,phường,phuong_tran_hung_dao,288
Trần Phú,10528,phường,phuong_tran_phu,288
Thanh Bình,10531,phường,phuong_thanh_binh,288
Tân Bình,10532,phường,phuong_tan_binh,288
Thanh Nghị,10534,phường,phuong_le_thanh_nghi,288
Hải Tân,10537,phường,phuong_hai_tan,288
Tứ Minh,10540,phường,phuong_tu_minh,288
Việt Hoà,10543,phường,phuong_viet_hoa,288
Ái Quốc,10660,phường,phuong_ai_quoc,288
An Thượng,10663,xã,xa_an_thuong,288
Nam Đồng,10672,phường,phuong_nam_dong,288
Quyết Thắng,10822,xã,xa_quyet_thang,288
Tiền Tiến,10837,xã,xa_tien_tien,288
Thạch Khôi,11002,phường,phuong_thach_khoi,288
Liên Hồng,11005,xã,xa_lien_hong,288
Tân Hưng,11011,phường,phuong_tan_hung,288
Gia Xuyên,11017,xã,xa_gia_xuyen,288
Ngọc Sơn,11077,xã,xa_ngoc_son,288
Phả Lại,10546,phường,phuong_pha_lai,290
Sao Đỏ,10549,phường,phuong_sao_do,290
Bến Tắm,10552,phường,phuong_ben_tam,290
Hoa Thám,10555,xã,xa_hoang_hoa_tham,290
Bắc An,10558,xã,xa_bac_an,290
Hưng Đạo,10561,xã,xa_hung_dao,290
Lê Lợi,10564,xã,xa_le_loi,290
Hoàng Tiến,10567,phường,phuong_hoang_tien,290
Cộng Hoà,10570,phường,phuong_cong_hoa,290
Hoàng Tân,10573,phường,phuong_hoang_tan,290
Cổ Thành,10576,phường,phuong_co_thanh,290
Văn An,10579,phường,phuong_van_an,290
Chí Minh,10582,phường,phuong_chi_minh,290
Văn Đức,10585,phường,phuong_van_duc,290
Thái Học,10588,phường,phuong_thai_hoc,290
Nhân Huệ,10591,xã,xa_nhan_hue,290
An Lạc,10594,phường,phuong_an_lac,290
Đồng Lạc,10600,phường,phuong_dong_lac,290
Tân Dân,10603,phường,phuong_tan_dan,290
Nam Sách,10606,thị trấn,thi_tran_nam_sach,291
Nam Hưng,10609,xã,xa_nam_hung,291
Nam Tân,10612,xã,xa_nam_tan,291
Hợp Tiến,10615,xã,xa_hop_tien,291
Hiệp Cát,10618,xã,xa_hiep_cat,291
Thanh Quang,10621,xã,xa_thanh_quang,291
Quốc Tuấn,10624,xã,xa_quoc_tuan,291
Nam Chính,10627,xã,xa_nam_chinh,291
An Bình,10630,xã,xa_an_binh,291
Nam Trung,10633,xã,xa_nam_trung,291
An Sơn,10636,xã,xa_an_son,291
Cộng Hòa,10639,xã,xa_cong_hoa,291
Thái Tân,10642,xã,xa_thai_tan,291
An Lâm,10645,xã,xa_an_lam,291
Phú Điền,10648,xã,xa_phu_dien,291
Nam Hồng,10651,xã,xa_nam_hong,291
Hồng Phong,10654,xã,xa_hong_phong,291
Đồng Lạc,10657,xã,xa_dong_lac,291
Minh Tân,10666,xã,xa_minh_tan,291
An Lưu,10675,phường,phuong_an_luu,292
Bạch Đằng,10678,xã,xa_bach_dang,292
Thất Hùng,10681,phường,phuong_that_hung,292
Lê Ninh,10684,xã,xa_le_ninh,292
Hoành Sơn,10687,xã,xa_hoanh_son,292
Phạm Thái,10693,phường,phuong_pham_thai,292
Duy Tân,10696,phường,phuong_duy_tan,292
Tân Dân,10699,phường,phuong_tan_dan,292
Minh Tân,10702,phường,phuong_minh_tan,292
Quang Thành,10705,xã,xa_quang_thanh,292
Hiệp Hòa,10708,xã,xa_hiep_hoa,292
Phú Thứ,10714,phường,phuong_phu_thu,292
Thăng Long,10717,xã,xa_thang_long,292
Lạc Long,10720,xã,xa_lac_long,292
An Sinh,10723,phường,phuong_an_sinh,292
Hiệp Sơn,10726,phường,phuong_hiep_son,292
Thượng Quận,10729,xã,xa_thuong_quan,292
An Phụ,10732,phường,phuong_an_phu,292
Hiệp An,10735,phường,phuong_hiep_an,292
Long Xuyên,10738,phường,phuong_long_xuyen,292
Thái Thịnh,10741,phường,phuong_thai_thinh,292
Hiến Thành,10744,phường,phuong_hien_thanh,292
Minh Hòa,10747,xã,xa_minh_hoa,292
Phú Thái,10750,thị trấn,thi_tran_phu_thai,293
Lai Vu,10753,xã,xa_lai_vu,293
Cộng Hòa,10756,xã,xa_cong_hoa,293
Thượng Vũ,10759,xã,xa_thuong_vu,293
Cổ Dũng,10762,xã,xa_co_dung,293
Tuấn Việt,10768,xã,xa_tuan_viet,293
Kim Xuyên,10771,xã,xa_kim_xuyen,293
Thành A,10774,xã,xa_phuc_thanh_a,293
Ngũ Phúc,10777,xã,xa_ngu_phuc,293
Kim Anh,10780,xã,xa_kim_anh,293
Kim Liên,10783,xã,xa_kim_lien,293
Kim Tân,10786,xã,xa_kim_tan,293
Kim Đính,10792,xã,xa_kim_dinh,293
Bình Dân,10798,xã,xa_binh_dan,293
Tam Kỳ,10801,xã,xa_tam_ky,293
Đồng Cẩm,10804,xã,xa_dong_cam,293
Liên Hòa,10807,xã,xa_lien_hoa,293
Đại Đức,10810,xã,xa_dai_duc,293
Thanh Hà,10813,thị trấn,thi_tran_thanh_ha,294
Hồng Lạc,10816,xã,xa_hong_lac,294
Việt Hồng,10819,xã,xa_viet_hong,294
Tân Việt,10825,xã,xa_tan_viet,294
Cẩm Chế,10828,xã,xa_cam_che,294
Thanh An,10831,xã,xa_thanh_an,294
Thanh Lang,10834,xã,xa_thanh_lang,294
Tân An,10840,xã,xa_tan_an,294
Liên Mạc,10843,xã,xa_lien_mac,294
Thanh Hải,10846,xã,xa_thanh_hai,294
Thanh Khê,10849,xã,xa_thanh_khe,294
Thanh Xá,10852,xã,xa_thanh_xa,294
Thanh Xuân,10855,xã,xa_thanh_xuan,294
Thanh Thủy,10861,xã,xa_thanh_thuy,294
An Phượng,10864,xã,xa_an_phuong,294
Thanh Sơn,10867,xã,xa_thanh_son,294
Thanh Quang,10876,xã,xa_thanh_quang,294
Thanh Hồng,10879,xã,xa_thanh_hong,294
Thanh Cường,10882,xã,xa_thanh_cuong,294
Vĩnh Lập,10885,xã,xa_vinh_lap,294
Cẩm Giang,10888,thị trấn,thi_tran_cam_giang,295
Lai Cách,10891,thị trấn,thi_tran_lai_cach,295
Cẩm Hưng,10894,xã,xa_cam_hung,295
Cẩm Hoàng,10897,xã,xa_cam_hoang,295
Cẩm Văn,10900,xã,xa_cam_van,295
Ngọc Liên,10903,xã,xa_ngoc_lien,295
Thạch Lỗi,10906,xã,xa_thach_loi,295
Cẩm Vũ,10909,xã,xa_cam_vu,295
Đức Chính,10912,xã,xa_duc_chinh,295
Định Sơn,10918,xã,xa_dinh_son,295
Lương Điền,10924,xã,xa_luong_dien,295
Cao An,10927,xã,xa_cao_an,295
Tân Trường,10930,xã,xa_tan_truong,295
Cẩm Phúc,10933,xã,xa_cam_phuc,295
Cẩm Điền,10936,xã,xa_cam_dien,295
Cẩm Đông,10939,xã,xa_cam_dong,295
Cẩm Đoài,10942,xã,xa_cam_doai,295
Kẻ Sặt,10945,thị trấn,thi_tran_ke_sat,296
Vĩnh Hưng,10951,xã,xa_vinh_hung,296
Hùng Thắng,10954,xã,xa_hung_thang,296
Vĩnh Hồng,10960,xã,xa_vinh_hong,296
Long Xuyên,10963,xã,xa_long_xuyen,296
Tân Việt,10966,xã,xa_tan_viet,296
Thúc Kháng,10969,xã,xa_thuc_khang,296
Tân Hồng,10972,xã,xa_tan_hong,296
Bình Minh,10975,xã,xa_binh_minh,296
Hồng Khê,10978,xã,xa_hong_khe,296
Thái Học,10981,xã,xa_thai_hoc,296
Cổ Bì,10984,xã,xa_co_bi,296
Nhân Quyền,10987,xã,xa_nhan_quyen,296
Thái Dương,10990,xã,xa_thai_duong,296
Thái Hòa,10993,xã,xa_thai_hoa,296
Bình Xuyên,10996,xã,xa_binh_xuyen,296
Gia Lộc,10999,thị trấn,thi_tran_gia_loc,297
Thống Nhất,11008,xã,xa_thong_nhat,297
Yết Kiêu,11020,xã,xa_yet_kieu,297
Gia Tân,11029,xã,xa_gia_tan,297
Tân Tiến,11032,xã,xa_tan_tien,297
Gia Khánh,11035,xã,xa_gia_khanh,297
Gia Lương,11038,xã,xa_gia_luong,297
Lê Lợi,11041,xã,xa_le_loi,297
Toàn Thắng,11044,xã,xa_toan_thang,297
Hoàng Diệu,11047,xã,xa_hoang_dieu,297
Hồng Hưng,11050,xã,xa_hong_hung,297
Phạm Trấn,11053,xã,xa_pham_tran,297
Đoàn Thượng,11056,xã,xa_doan_thuong,297
Thống Kênh,11059,xã,xa_thong_kenh,297
Quang Minh,11062,xã,xa_quang_minh,297
Đồng Quang,11065,xã,xa_dong_quang,297
Nhật Tân,11068,xã,xa_nhat_tan,297
Đức Xương,11071,xã,xa_duc_xuong,297
Tứ Kỳ,11074,thị trấn,thi_tran_tu_ky,298
Đại Sơn,11083,xã,xa_dai_son,298
Hưng Đạo,11086,xã,xa_hung_dao,298
Ngọc Kỳ,11089,xã,xa_ngoc_ky,298
Bình Lăng,11092,xã,xa_binh_lang,298
Chí Minh,11095,xã,xa_chi_minh,298
Tái Sơn,11098,xã,xa_tai_son,298
Quang Phục,11101,xã,xa_quang_phuc,298
Dân Chủ,11110,xã,xa_dan_chu,298
Tân Kỳ,11113,xã,xa_tan_ky,298
Quang Khải,11116,xã,xa_quang_khai,298
Đại Hợp,11119,xã,xa_dai_hop,298
Quảng Nghiệp,11122,xã,xa_quang_nghiep,298
An Thanh,11125,xã,xa_an_thanh,298
Minh Đức,11128,xã,xa_minh_duc,298
Văn Tố,11131,xã,xa_van_to,298
Quang Trung,11134,xã,xa_quang_trung,298
Phượng Kỳ,11137,xã,xa_phuong_ky,298
Cộng Lạc,11140,xã,xa_cong_lac,298
Tiên Động,11143,xã,xa_tien_dong,298
Nguyên Giáp,11146,xã,xa_nguyen_giap,298
Hà Kỳ,11149,xã,xa_ha_ky,298
Hà Thanh,11152,xã,xa_ha_thanh,298
Ninh Giang,11155,thị trấn,thi_tran_ninh_giang,299
Ứng Hoè,11161,xã,xa_ung_hoe,299
Nghĩa An,11164,xã,xa_nghia_an,299
Hồng Đức,11167,xã,xa_hong_duc,299
An Đức,11173,xã,xa_an_duc,299
Vạn Phúc,11176,xã,xa_van_phuc,299
Tân Hương,11179,xã,xa_tan_huong,299
Vĩnh Hòa,11185,xã,xa_vinh_hoa,299
Đông Xuyên,11188,xã,xa_dong_xuyen,299
Tân Phong,11197,xã,xa_tan_phong,299
Ninh Hải,11200,xã,xa_ninh_hai,299
Đồng Tâm,11203,xã,xa_dong_tam,299
Tân Quang,11206,xã,xa_tan_quang,299
Kiến Quốc,11209,xã,xa_kien_quoc,299
Hồng Dụ,11215,xã,xa_hong_du,299
Văn Hội,11218,xã,xa_van_hoi,299
Hồng Phong,11224,xã,xa_hong_phong,299
Hiệp Lực,11227,xã,xa_hiep_luc,299
Hồng Phúc,11230,xã,xa_hong_phuc,299
Hưng Long,11233,xã,xa_hung_long,299
Thanh Miện,11239,thị trấn,thi_tran_thanh_mien,300
Thanh Tùng,11242,xã,xa_thanh_tung,300
Phạm Kha,11245,xã,xa_pham_kha,300
Ngô Quyền,11248,xã,xa_ngo_quyen,300
Đoàn Tùng,11251,xã,xa_doan_tung,300
Hồng Quang,11254,xã,xa_hong_quang,300
Tân Trào,11257,xã,xa_tan_trao,300
Lam Sơn,11260,xã,xa_lam_son,300
Đoàn Kết,11263,xã,xa_doan_ket,300
Lê Hồng,11266,xã,xa_le_hong,300
Tứ Cường,11269,xã,xa_tu_cuong,300
Ngũ Hùng,11275,xã,xa_ngu_hung,300
Cao Thắng,11278,xã,xa_cao_thang,300
Lăng Bắc,11281,xã,xa_chi_lang_bac,300
Lăng Nam,11284,xã,xa_chi_lang_nam,300
Thanh Giang,11287,xã,xa_thanh_giang,300
Hồng Phong,11293,xã,xa_hong_phong,300
Quán Toan,11296,phường,phuong_quan_toan,303
Hùng Vương,11299,phường,phuong_hung_vuong,303
Sở Dầu,11302,phường,phuong_so_dau,303
Thượng Lý,11305,phường,phuong_thuong_ly,303
Hạ Lý,11308,phường,phuong_ha_ly,303
Minh Khai,11311,phường,phuong_minh_khai,303
Trại Chuối,11314,phường,phuong_trai_chuoi,303
Văn Thụ,11320,phường,phuong_hoang_van_thu,303
Bội Châu,11323,phường,phuong_phan_boi_chau,303
Máy Chai,11329,phường,phuong_may_chai,304
Máy Tơ,11332,phường,phuong_may_to,304
Vạn Mỹ,11335,phường,phuong_van_my,304
Cầu Tre,11338,phường,phuong_cau_tre,304
Lạc Viên,11341,phường,phuong_lac_vien,304
Gia Viên,11347,phường,phuong_gia_vien,304
Đông Khê,11350,phường,phuong_dong_khe,304
Cầu Đất,11353,phường,phuong_cau_dat,304
Lê Lợi,11356,phường,phuong_le_loi,304
Đằng Giang,11359,phường,phuong_dang_giang,304
Lạch Tray,11362,phường,phuong_lach_tray,304
Quốc Bình,11365,phường,phuong_dong_quoc_binh,304
Cát Dài,11368,phường,phuong_cat_dai,305
An Biên,11371,phường,phuong_an_bien,305
Lam Sơn,11374,phường,phuong_lam_son,305
An Dương,11377,phường,phuong_an_duong,305
Nguyên Hãn,11380,phường,phuong_tran_nguyen_han,305
Hồ Nam,11383,phường,phuong_ho_nam,305
Trại Cau,11386,phường,phuong_trai_cau,305
Dư Hàng,11389,phường,phuong_du_hang,305
Hàng Kênh,11392,phường,phuong_hang_kenh,305
Đông Hải,11395,phường,phuong_dong_hai,305
Niệm Nghĩa,11398,phường,phuong_niem_nghia,305
Nghĩa Xá,11401,phường,phuong_nghia_xa,305
Hàng Kênh,11404,phường,phuong_du_hang_kenh,305
Kênh Dương,11405,phường,phuong_kenh_duong,305
Vĩnh Niệm,11407,phường,phuong_vinh_niem,305
Đông Hải 1,11410,phường,phuong_dong_hai_1,306
Đông Hải 2,11411,phường,phuong_dong_hai_2,306
Đằng Lâm,11413,phường,phuong_dang_lam,306
Thành Tô,11414,phường,phuong_thanh_to,306
Đằng Hải,11416,phường,phuong_dang_hai,306
